state,date,positive,negative,total,recovered,death,totalTestResults,Location,Governor.Political.Affiliation,State.Senate.Majority.Political.Affiliation,State.House.Majority.Political.Affiliation,State.Attorney.General.Political.Affiliation,State.Insurance.Commissioner.Political.Affiliation,StateClosureStartDate,closed,Region,POPESTIMATE2019,ClosureDateCat
SC,2020-03-11,9,32,41,NA,NA,41,South Carolina,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,5148714,Middle
SD,2020-03-11,5,13,20,NA,NA,18,South Dakota,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,North Central,884659,Middle
TN,2020-03-11,7,50,57,NA,NA,57,Tennessee,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,FALSE,South,6829174,Late
TX,2020-03-11,21,NA,21,NA,NA,21,Texas,Republican,Republican,Republican,Republican,Appointed,2020-03-23,FALSE,South,28995881,Late
UT,2020-03-11,2,NA,2,NA,NA,2,Utah,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,West,3205958,Middle
VA,2020-03-11,9,60,69,NA,NA,69,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,South,8535519,Middle
VT,2020-03-11,1,62,63,NA,NA,63,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-18,FALSE,Northeast,623989,Late
WA,2020-03-11,481,6977,7458,NA,40,7458,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-17,FALSE,West,7614893,Middle
WI,2020-03-11,3,43,46,NA,NA,46,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,2020-03-18,FALSE,North Central,5822434,Late
WV,2020-03-11,0,3,5,NA,NA,3,West Virginia,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,1792147,Middle
WY,2020-03-11,0,NA,0,NA,NA,0,Wyoming,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,FALSE,West,578759,Late
AK,2020-03-10,0,23,32,NA,0,23,Alaska,Republican,Republican,Republican,Appointed,Appointed,2020-03-16,FALSE,West,731545,Early
AL,2020-03-10,0,0,0,NA,NA,0,Alabama,Republican,Republican,Republican,Republican,Appointed,2020-03-19,FALSE,South,4903185,Late
AR,2020-03-10,0,12,15,NA,NA,12,Arkansas,Republican,Republican,Republican,Republican,Appointed,2020-03-17,FALSE,South,3017804,Middle
AZ,2020-03-10,6,51,84,NA,NA,57,Arizona,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,West,7278717,Early
CA,2020-03-10,133,690,823,NA,NA,823,California,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-19,FALSE,West,39512223,Late
CO,2020-03-10,12,142,155,NA,NA,154,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,FALSE,West,5758736,Late
CT,2020-03-10,2,54,56,NA,NA,56,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,FALSE,Northeast,3565287,Middle
DE,2020-03-10,0,17,20,NA,NA,17,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-16,FALSE,South,973764,Early
FL,2020-03-10,19,222,396,NA,NA,241,Florida,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,21477737,Early
GA,2020-03-10,17,NA,17,NA,NA,17,Georgia,Republican,Republican,Republican,Republican,Appointed,2020-03-18,FALSE,South,10617423,Middle
HI,2020-03-10,2,NA,2,NA,NA,2,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-23,FALSE,West,1415872,Late
IA,2020-03-10,8,32,51,NA,NA,40,Iowa,Republican,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,North Central,3155070,Early
ID,2020-03-10,0,41,41,NA,NA,41,Idaho,Republican,Republican,Republican,Republican,Appointed,2020-03-23,FALSE,West,1787065,Late
IL,2020-03-10,19,244,326,NA,NA,263,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,FALSE,North Central,12671821,Middle
IN,2020-03-10,6,30,36,NA,NA,36,Indiana,Republican,Republican,Republican,Republican,Appointed,2020-03-19,FALSE,North Central,6732219,Late
KS,2020-03-10,1,17,39,NA,NA,18,Kansas,Democrat,Republican,Republican,Republican,Republican,2020-03-18,FALSE,North Central,2913314,Middle
KY,2020-03-10,6,28,34,NA,NA,34,Kentucky,Democrat,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,4467673,Early
LA,2020-03-10,1,11,12,NA,NA,12,Louisiana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,FALSE,South,4648794,Early
MD,2020-03-10,6,89,95,NA,NA,95,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,South,6045680,Early
ME,2020-03-10,0,20,25,NA,NA,20,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,2020-04-02,FALSE,Northeast,1344212,Late
MI,2020-03-10,358,39,421,NA,NA,397,Michigan,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,North Central,9986857,Early
MN,2020-03-10,3,132,135,NA,NA,135,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,2020-03-18,FALSE,North Central,5639632,Middle
MO,2020-03-10,1,NA,1,NA,NA,1,Missouri,Republican,Republican,Republican,Appointed,Appointed,2020-03-19,FALSE,North Central,6137428,Late
MS,2020-03-10,0,NA,0,NA,NA,0,Mississippi,Republican,Republican,Republican,Democrat,Republican,2020-03-20,FALSE,South,2976149,Late
MT,2020-03-10,0,15,15,NA,NA,15,Montana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,FALSE,West,1068778,Early
NC,2020-03-10,7,NA,7,NA,NA,7,North Carolina,Democrat,Republican,Republican,Democrat,Republican,2020-03-16,FALSE,South,10488084,Early
ND,2020-03-10,0,6,8,NA,NA,6,North Dakota,Republican,Republican,Republican,Republican,Republican,2020-03-16,FALSE,North Central,762062,Early
NE,2020-03-10,3,47,66,NA,NA,50,Nebraska,Republican,N/A,N/A,Republican,Appointed,2020-03-23,FALSE,North Central,1934408,Late
NH,2020-03-10,4,38,47,NA,NA,42,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,2020-03-16,FALSE,Northeast,1359711,Early
NJ,2020-03-10,15,44,79,NA,NA,59,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-18,FALSE,Northeast,8882190,Middle
NM,2020-03-10,0,69,69,NA,NA,69,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,2096829,Early
NV,2020-03-10,1,14,15,NA,NA,15,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,3080156,Early
NY,2020-03-10,173,92,265,NA,NA,265,New York,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-18,FALSE,Northeast,19453561,Middle
OH,2020-03-10,3,14,32,NA,NA,17,Ohio,Republican,Republican,Republican,Republican,Appointed,2020-03-17,FALSE,North Central,11689100,Middle
OK,2020-03-10,2,15,28,NA,NA,17,Oklahoma,Republican,Republican,Republican,Republican,Republican,2020-03-17,FALSE,South,3956971,Middle
OR,2020-03-10,15,213,295,NA,NA,228,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,4217737,Early
PA,2020-03-10,12,NA,12,NA,NA,12,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,Northeast,12801989,Early
RI,2020-03-10,3,58,67,NA,NA,61,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,FALSE,Northeast,1059361,Late
SC,2020-03-10,7,24,31,NA,NA,31,South Carolina,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,5148714,Middle
SD,2020-03-10,0,11,11,NA,NA,11,South Dakota,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,North Central,884659,Middle
TN,2020-03-10,7,NA,7,NA,NA,7,Tennessee,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,FALSE,South,6829174,Late
TX,2020-03-10,13,NA,13,NA,NA,13,Texas,Republican,Republican,Republican,Republican,Appointed,2020-03-23,FALSE,South,28995881,Late
UT,2020-03-10,2,NA,2,NA,NA,2,Utah,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,West,3205958,Middle
VA,2020-03-10,8,53,61,NA,NA,61,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,South,8535519,Middle
VT,2020-03-10,1,40,41,NA,NA,41,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-18,FALSE,Northeast,623989,Late
WA,2020-03-10,397,4850,5247,NA,37,5247,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-17,FALSE,West,7614893,Middle
WI,2020-03-10,2,36,38,NA,NA,38,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,2020-03-18,FALSE,North Central,5822434,Late
WV,2020-03-10,0,2,5,NA,NA,2,West Virginia,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,1792147,Middle
WY,2020-03-10,0,0,0,NA,NA,0,Wyoming,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,FALSE,West,578759,Late
AK,2020-03-09,0,23,32,NA,0,23,Alaska,Republican,Republican,Republican,Appointed,Appointed,2020-03-16,FALSE,West,731545,Early
AL,2020-03-09,0,NA,0,NA,NA,0,Alabama,Republican,Republican,Republican,Republican,Appointed,2020-03-19,FALSE,South,4903185,Late
AR,2020-03-09,0,12,12,NA,NA,12,Arkansas,Republican,Republican,Republican,Republican,Appointed,2020-03-17,FALSE,South,3017804,Middle
AZ,2020-03-09,5,44,56,NA,NA,49,Arizona,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,West,7278717,Early
CA,2020-03-09,114,690,804,NA,NA,804,California,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-19,FALSE,West,39512223,Late
CO,2020-03-09,9,133,142,NA,NA,142,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,FALSE,West,5758736,Late
CT,2020-03-09,1,46,47,NA,NA,47,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,FALSE,Northeast,3565287,Middle
DE,2020-03-09,0,15,18,NA,NA,15,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-16,FALSE,South,973764,Early
FL,2020-03-09,18,140,273,NA,NA,158,Florida,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,21477737,Early
GA,2020-03-09,12,NA,12,NA,NA,12,Georgia,Republican,Republican,Republican,Republican,Appointed,2020-03-18,FALSE,South,10617423,Middle
HI,2020-03-09,2,NA,2,NA,NA,2,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-23,FALSE,West,1415872,Late
IA,2020-03-09,3,26,37,NA,NA,29,Iowa,Republican,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,North Central,3155070,Early
ID,2020-03-09,0,41,41,NA,NA,41,Idaho,Republican,Republican,Republican,Republican,Appointed,2020-03-23,FALSE,West,1787065,Late
IL,2020-03-09,7,191,242,NA,NA,198,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,FALSE,North Central,12671821,Middle
IN,2020-03-09,2,NA,2,NA,NA,2,Indiana,Republican,Republican,Republican,Republican,Appointed,2020-03-19,FALSE,North Central,6732219,Late
KS,2020-03-09,1,11,12,NA,NA,12,Kansas,Democrat,Republican,Republican,Republican,Republican,2020-03-18,FALSE,North Central,2913314,Middle
KY,2020-03-09,4,17,21,NA,NA,21,Kentucky,Democrat,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,4467673,Early
LA,2020-03-09,1,5,6,NA,NA,6,Louisiana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,FALSE,South,4648794,Early
MD,2020-03-09,5,73,78,NA,NA,78,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,South,6045680,Early
ME,2020-03-09,0,1,1,NA,NA,1,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,2020-04-02,FALSE,Northeast,1344212,Late
MI,2020-03-09,254,36,301,NA,NA,290,Michigan,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,North Central,9986857,Early
MN,2020-03-09,2,80,82,NA,NA,82,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,2020-03-18,FALSE,North Central,5639632,Middle
MO,2020-03-09,1,NA,1,NA,NA,1,Missouri,Republican,Republican,Republican,Appointed,Appointed,2020-03-19,FALSE,North Central,6137428,Late
MS,2020-03-09,0,NA,0,NA,NA,0,Mississippi,Republican,Republican,Republican,Democrat,Republican,2020-03-20,FALSE,South,2976149,Late
MT,2020-03-09,0,11,11,NA,NA,11,Montana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,FALSE,West,1068778,Early
NC,2020-03-09,2,NA,2,NA,NA,2,North Carolina,Democrat,Republican,Republican,Democrat,Republican,2020-03-16,FALSE,South,10488084,Early
ND,2020-03-09,0,0,0,NA,NA,0,North Dakota,Republican,Republican,Republican,Republican,Republican,2020-03-16,FALSE,North Central,762062,Early
NE,2020-03-09,3,36,48,NA,NA,39,Nebraska,Republican,N/A,N/A,Republican,Appointed,2020-03-23,FALSE,North Central,1934408,Late
NH,2020-03-09,4,38,47,NA,NA,42,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,2020-03-16,FALSE,Northeast,1359711,Early
NJ,2020-03-09,11,35,60,NA,NA,46,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-18,FALSE,Northeast,8882190,Middle
NM,2020-03-09,0,57,57,NA,NA,57,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,2096829,Early
NV,2020-03-09,1,14,15,NA,NA,15,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,3080156,Early
NY,2020-03-09,142,92,234,NA,NA,234,New York,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-18,FALSE,Northeast,19453561,Middle
OH,2020-03-09,3,11,19,NA,NA,14,Ohio,Republican,Republican,Republican,Republican,Appointed,2020-03-17,FALSE,North Central,11689100,Middle
OK,2020-03-09,1,8,19,NA,NA,9,Oklahoma,Republican,Republican,Republican,Republican,Republican,2020-03-17,FALSE,South,3956971,Middle
OR,2020-03-09,14,165,231,NA,NA,179,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,4217737,Early
PA,2020-03-09,10,NA,10,NA,NA,10,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,Northeast,12801989,Early
RI,2020-03-09,3,30,39,NA,NA,33,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,FALSE,Northeast,1059361,Late
SC,2020-03-09,7,24,31,NA,NA,31,South Carolina,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,5148714,Middle
SD,2020-03-09,0,5,5,NA,NA,5,South Dakota,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,North Central,884659,Middle
TN,2020-03-09,3,NA,3,NA,NA,3,Tennessee,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,FALSE,South,6829174,Late
TX,2020-03-09,12,NA,12,NA,NA,12,Texas,Republican,Republican,Republican,Republican,Appointed,2020-03-23,FALSE,South,28995881,Late
UT,2020-03-09,1,NA,1,NA,NA,1,Utah,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,West,3205958,Middle
VA,2020-03-09,3,38,50,NA,NA,41,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,South,8535519,Middle
VT,2020-03-09,1,34,35,NA,NA,35,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-18,FALSE,Northeast,623989,Late
WA,2020-03-09,349,3173,3522,NA,35,3522,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-17,FALSE,West,7614893,Middle
WI,2020-03-09,1,36,37,NA,NA,37,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,2020-03-18,FALSE,North Central,5822434,Late
WV,2020-03-09,0,2,5,NA,NA,2,West Virginia,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,1792147,Middle
WY,2020-03-09,0,NA,0,NA,NA,0,Wyoming,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,FALSE,West,578759,Late
AK,2020-03-08,0,14,20,NA,0,14,Alaska,Republican,Republican,Republican,Appointed,Appointed,2020-03-16,FALSE,West,731545,Early
AL,2020-03-08,0,NA,0,NA,NA,0,Alabama,Republican,Republican,Republican,Republican,Appointed,2020-03-19,FALSE,South,4903185,Late
AR,2020-03-08,0,6,6,NA,NA,6,Arkansas,Republican,Republican,Republican,Republican,Appointed,2020-03-17,FALSE,South,3017804,Middle
AZ,2020-03-08,5,44,56,NA,NA,49,Arizona,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,West,7278717,Early
CA,2020-03-08,88,462,550,NA,NA,550,California,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-19,FALSE,West,39512223,Late
CO,2020-03-08,8,104,112,NA,NA,112,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,FALSE,West,5758736,Late
CT,2020-03-08,1,29,38,NA,NA,30,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,FALSE,Northeast,3565287,Middle
DE,2020-03-08,0,10,10,NA,NA,10,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-16,FALSE,South,973764,Early
FL,2020-03-08,17,118,243,NA,NA,135,Florida,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,21477737,Early
GA,2020-03-08,7,NA,7,NA,NA,7,Georgia,Republican,Republican,Republican,Republican,Appointed,2020-03-18,FALSE,South,10617423,Middle
HI,2020-03-08,1,NA,1,NA,NA,1,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-23,FALSE,West,1415872,Late
IA,2020-03-08,0,15,17,NA,NA,15,Iowa,Republican,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,North Central,3155070,Early
ID,2020-03-08,0,27,27,NA,NA,27,Idaho,Republican,Republican,Republican,Republican,Appointed,2020-03-23,FALSE,West,1787065,Late
IL,2020-03-08,6,191,241,NA,NA,197,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,FALSE,North Central,12671821,Middle
IN,2020-03-08,2,NA,2,NA,NA,2,Indiana,Republican,Republican,Republican,Republican,Appointed,2020-03-19,FALSE,North Central,6732219,Late
KS,2020-03-08,1,11,12,NA,NA,12,Kansas,Democrat,Republican,Republican,Republican,Republican,2020-03-18,FALSE,North Central,2913314,Middle
KY,2020-03-08,1,13,14,NA,NA,14,Kentucky,Democrat,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,4467673,Early
LA,2020-03-08,0,5,5,NA,NA,5,Louisiana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,FALSE,South,4648794,Early
MD,2020-03-08,3,52,55,NA,NA,55,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,South,6045680,Early
ME,2020-03-08,0,1,1,NA,NA,1,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,2020-04-02,FALSE,Northeast,1344212,Late
MI,2020-03-08,168,26,204,NA,NA,194,Michigan,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,North Central,9986857,Early
MN,2020-03-08,1,48,49,NA,NA,49,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,2020-03-18,FALSE,North Central,5639632,Middle
MO,2020-03-08,1,NA,1,NA,NA,1,Missouri,Republican,Republican,Republican,Appointed,Appointed,2020-03-19,FALSE,North Central,6137428,Late
MS,2020-03-08,0,NA,0,NA,NA,0,Mississippi,Republican,Republican,Republican,Democrat,Republican,2020-03-20,FALSE,South,2976149,Late
MT,2020-03-08,0,11,11,NA,NA,11,Montana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,FALSE,West,1068778,Early
NC,2020-03-08,2,NA,2,NA,NA,2,North Carolina,Democrat,Republican,Republican,Democrat,Republican,2020-03-16,FALSE,South,10488084,Early
ND,2020-03-08,0,0,0,NA,NA,0,North Dakota,Republican,Republican,Republican,Republican,Republican,2020-03-16,FALSE,North Central,762062,Early
NE,2020-03-08,1,17,23,NA,NA,18,Nebraska,Republican,N/A,N/A,Republican,Appointed,2020-03-23,FALSE,North Central,1934408,Late
NH,2020-03-08,4,38,47,NA,NA,42,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,2020-03-16,FALSE,Northeast,1359711,Early
NJ,2020-03-08,6,31,37,NA,NA,37,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-18,FALSE,Northeast,8882190,Middle
NM,2020-03-08,0,48,48,NA,NA,48,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,2096829,Early
NV,2020-03-08,1,14,15,NA,NA,15,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,3080156,Early
NY,2020-03-08,105,92,197,NA,NA,197,New York,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-18,FALSE,Northeast,19453561,Middle
OH,2020-03-08,0,10,14,NA,NA,10,Ohio,Republican,Republican,Republican,Republican,Appointed,2020-03-17,FALSE,North Central,11689100,Middle
OK,2020-03-08,1,8,11,NA,NA,9,Oklahoma,Republican,Republican,Republican,Republican,Republican,2020-03-17,FALSE,South,3956971,Middle
OR,2020-03-08,14,100,167,NA,NA,114,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,4217737,Early
PA,2020-03-08,6,NA,6,NA,NA,6,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,Northeast,12801989,Early
RI,2020-03-08,3,30,45,NA,NA,33,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,FALSE,Northeast,1059361,Late
SC,2020-03-08,2,8,10,NA,NA,10,South Carolina,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,5148714,Middle
SD,2020-03-08,0,5,5,NA,NA,5,South Dakota,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,North Central,884659,Middle
TN,2020-03-08,3,NA,3,NA,NA,3,Tennessee,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,FALSE,South,6829174,Late
TX,2020-03-08,8,NA,8,NA,NA,8,Texas,Republican,Republican,Republican,Republican,Appointed,2020-03-23,FALSE,South,28995881,Late
UT,2020-03-08,1,NA,1,NA,NA,1,Utah,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,West,3205958,Middle
VA,2020-03-08,2,36,44,NA,NA,38,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,South,8535519,Middle
VT,2020-03-08,1,28,29,NA,NA,29,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-18,FALSE,Northeast,623989,Late
WA,2020-03-08,249,2208,2517,NA,31,2457,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-17,FALSE,West,7614893,Middle
WI,2020-03-08,1,31,44,NA,NA,32,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,2020-03-18,FALSE,North Central,5822434,Late
WV,2020-03-08,0,2,5,NA,NA,2,West Virginia,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,1792147,Middle
WY,2020-03-08,0,NA,0,NA,NA,0,Wyoming,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,FALSE,West,578759,Late
AK,2020-03-07,0,12,14,NA,0,12,Alaska,Republican,Republican,Republican,Appointed,Appointed,2020-03-16,FALSE,West,731545,Early
