state,date,positive,negative,total,recovered,death,totalTestResults,Location,Governor.Political.Affiliation,State.Senate.Majority.Political.Affiliation,State.House.Majority.Political.Affiliation,State.Attorney.General.Political.Affiliation,State.Insurance.Commissioner.Political.Affiliation,StateClosureStartDate,closed,Region,POPESTIMATE2019,ClosureDateCat
AZ,2020-03-14,12,121,183,NA,0,133,Arizona,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,West,7278717,Early
CA,2020-03-14,252,916,1168,NA,5,1168,California,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-19,FALSE,West,39512223,Late
CO,2020-03-14,101,610,711,NA,1,711,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,FALSE,West,5758736,Late
CT,2020-03-14,11,125,136,NA,NA,136,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,FALSE,Northeast,3565287,Middle
DE,2020-03-14,6,36,74,NA,NA,42,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-16,FALSE,South,973764,Early
FL,2020-03-14,77,478,776,NA,3,555,Florida,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,21477737,Early
GA,2020-03-14,66,NA,66,NA,1,66,Georgia,Republican,Republican,Republican,Republican,Appointed,2020-03-18,FALSE,South,10617423,Middle
HI,2020-03-14,2,NA,2,NA,NA,2,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-23,FALSE,West,1415872,Late
IA,2020-03-14,17,83,100,NA,NA,100,Iowa,Republican,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,North Central,3155070,Early
ID,2020-03-14,2,174,176,NA,NA,176,Idaho,Republican,Republican,Republican,Republican,Appointed,2020-03-23,FALSE,West,1787065,Late
IL,2020-03-14,46,316,444,NA,NA,362,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,FALSE,North Central,12671821,Middle
IN,2020-03-14,15,74,89,NA,0,89,Indiana,Republican,Republican,Republican,Republican,Appointed,2020-03-19,FALSE,North Central,6732219,Late
KS,2020-03-14,6,93,99,NA,1,99,Kansas,Democrat,Republican,Republican,Republican,Republican,2020-03-18,FALSE,North Central,2913314,Middle
KY,2020-03-14,14,139,153,NA,NA,153,Kentucky,Democrat,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,4467673,Early
LA,2020-03-14,69,109,178,NA,NA,178,Louisiana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,FALSE,South,4648794,Early
MA,2020-03-14,38,NA,38,NA,NA,38,Massachusetts,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-17,FALSE,Northeast,6892503,Middle
MD,2020-03-14,26,94,120,NA,NA,120,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,South,6045680,Early
ME,2020-03-14,3,91,111,NA,NA,94,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,2020-04-02,FALSE,Northeast,1344212,Late
MI,2020-03-14,1196,205,1427,NA,NA,1401,Michigan,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,North Central,9986857,Early
MN,2020-03-14,21,847,868,NA,NA,868,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,2020-03-18,FALSE,North Central,5639632,Middle
MO,2020-03-14,4,90,94,NA,0,94,Missouri,Republican,Republican,Republican,Appointed,Appointed,2020-03-19,FALSE,North Central,6137428,Late
MS,2020-03-14,6,84,90,NA,NA,90,Mississippi,Republican,Republican,Republican,Democrat,Republican,2020-03-20,FALSE,South,2976149,Late
MT,2020-03-14,5,103,108,NA,NA,108,Montana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,FALSE,West,1068778,Early
NC,2020-03-14,23,137,160,NA,NA,160,North Carolina,Democrat,Republican,Republican,Democrat,Republican,2020-03-16,FALSE,South,10488084,Early
ND,2020-03-14,1,54,69,NA,0,55,North Dakota,Republican,Republican,Republican,Republican,Republican,2020-03-16,FALSE,North Central,762062,Early
NE,2020-03-14,14,80,127,NA,NA,94,Nebraska,Republican,N/A,N/A,Republican,Appointed,2020-03-23,FALSE,North Central,1934408,Late
NH,2020-03-14,7,212,250,NA,NA,219,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,2020-03-16,FALSE,Northeast,1359711,Early
NJ,2020-03-14,50,97,227,NA,1,147,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-18,FALSE,Northeast,8882190,Middle
NM,2020-03-14,10,237,247,NA,NA,247,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,2096829,Early
NV,2020-03-14,20,168,188,NA,NA,188,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,3080156,Early
NY,2020-03-14,524,2779,3303,NA,NA,3303,New York,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-18,FALSE,Northeast,19453561,Middle
OH,2020-03-14,13,50,222,NA,NA,63,Ohio,Republican,Republican,Republican,Republican,Appointed,2020-03-17,FALSE,North Central,11689100,Middle
OK,2020-03-14,4,36,77,NA,NA,40,Oklahoma,Republican,Republican,Republican,Republican,Republican,2020-03-17,FALSE,South,3956971,Middle
OR,2020-03-14,30,337,524,NA,NA,367,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,4217737,Early
PA,2020-03-14,47,205,402,NA,NA,252,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,Northeast,12801989,Early
RI,2020-03-14,20,198,275,NA,NA,218,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,FALSE,Northeast,1059361,Late
SC,2020-03-14,13,110,123,NA,NA,123,South Carolina,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,5148714,Middle
SD,2020-03-14,9,182,194,NA,NA,191,South Dakota,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,North Central,884659,Middle
TN,2020-03-14,32,130,162,NA,NA,162,Tennessee,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,FALSE,South,6829174,Late
TX,2020-03-14,51,NA,51,NA,NA,51,Texas,Republican,Republican,Republican,Republican,Appointed,2020-03-23,FALSE,South,28995881,Late
UT,2020-03-14,6,131,137,NA,NA,137,Utah,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,West,3205958,Middle
VA,2020-03-14,30,117,147,NA,NA,147,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,South,8535519,Middle
VT,2020-03-14,4,227,231,NA,NA,231,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-18,FALSE,Northeast,623989,Late
WA,2020-03-14,806,16783,17589,NA,51,17589,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-17,FALSE,West,7614893,Middle
WI,2020-03-14,19,169,188,NA,NA,188,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,2020-03-18,FALSE,North Central,5822434,Late
WV,2020-03-14,0,26,31,NA,NA,26,West Virginia,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,1792147,Middle
WY,2020-03-14,2,NA,2,NA,NA,2,Wyoming,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,FALSE,West,578759,Late
AK,2020-03-13,1,59,60,NA,0,60,Alaska,Republican,Republican,Republican,Appointed,Appointed,2020-03-16,FALSE,West,731545,Early
AL,2020-03-13,1,11,12,NA,NA,12,Alabama,Republican,Republican,Republican,Republican,Appointed,2020-03-19,FALSE,South,4903185,Late
AR,2020-03-13,9,30,61,NA,NA,39,Arkansas,Republican,Republican,Republican,Republican,Appointed,2020-03-17,FALSE,South,3017804,Middle
AZ,2020-03-13,9,94,143,NA,0,103,Arizona,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,West,7278717,Early
CA,2020-03-13,202,916,1118,NA,4,1118,California,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-19,FALSE,West,39512223,Late
CO,2020-03-13,72,524,596,NA,NA,596,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,FALSE,West,5758736,Late
CT,2020-03-13,6,99,105,NA,NA,105,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,FALSE,Northeast,3565287,Middle
DE,2020-03-13,4,30,44,NA,NA,34,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-16,FALSE,South,973764,Early
FL,2020-03-13,50,478,749,NA,2,528,Florida,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,21477737,Early
GA,2020-03-13,42,NA,42,NA,1,42,Georgia,Republican,Republican,Republican,Republican,Appointed,2020-03-18,FALSE,South,10617423,Middle
HI,2020-03-13,2,NA,2,NA,NA,2,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-23,FALSE,West,1415872,Late
IA,2020-03-13,16,83,128,NA,NA,99,Iowa,Republican,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,North Central,3155070,Early
ID,2020-03-13,0,131,131,NA,NA,131,Idaho,Republican,Republican,Republican,Republican,Appointed,2020-03-23,FALSE,West,1787065,Late
IL,2020-03-13,32,294,418,NA,NA,326,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,FALSE,North Central,12671821,Middle
IN,2020-03-13,12,61,73,NA,NA,73,Indiana,Republican,Republican,Republican,Republican,Appointed,2020-03-19,FALSE,North Central,6732219,Late
KS,2020-03-13,6,93,99,NA,NA,99,Kansas,Democrat,Republican,Republican,Republican,Republican,2020-03-18,FALSE,North Central,2913314,Middle
KY,2020-03-13,11,107,118,NA,NA,118,Kentucky,Democrat,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,4467673,Early
LA,2020-03-13,36,37,73,NA,NA,73,Louisiana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,FALSE,South,4648794,Early
MA,2020-03-13,23,NA,23,NA,NA,23,Massachusetts,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-17,FALSE,Northeast,6892503,Middle
MD,2020-03-13,17,94,111,NA,NA,111,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,South,6045680,Early
ME,2020-03-13,3,91,111,NA,NA,94,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,2020-04-02,FALSE,Northeast,1344212,Late
MI,2020-03-13,945,133,1104,NA,NA,1078,Michigan,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,North Central,9986857,Early
MN,2020-03-13,14,541,555,NA,NA,555,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,2020-03-18,FALSE,North Central,5639632,Middle
MO,2020-03-13,2,71,73,NA,NA,73,Missouri,Republican,Republican,Republican,Appointed,Appointed,2020-03-19,FALSE,North Central,6137428,Late
MS,2020-03-13,4,41,45,NA,NA,45,Mississippi,Republican,Republican,Republican,Democrat,Republican,2020-03-20,FALSE,South,2976149,Late
MT,2020-03-13,1,55,56,NA,NA,56,Montana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,FALSE,West,1068778,Early
NC,2020-03-13,15,86,101,NA,NA,101,North Carolina,Democrat,Republican,Republican,Democrat,Republican,2020-03-16,FALSE,South,10488084,Early
ND,2020-03-13,1,39,52,NA,0,40,North Dakota,Republican,Republican,Republican,Republican,Republican,2020-03-16,FALSE,North Central,762062,Early
NE,2020-03-13,13,80,126,NA,NA,93,Nebraska,Republican,N/A,N/A,Republican,Appointed,2020-03-23,FALSE,North Central,1934408,Late
NH,2020-03-13,6,94,121,NA,NA,100,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,2020-03-16,FALSE,Northeast,1359711,Early
NJ,2020-03-13,50,97,227,NA,1,147,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-18,FALSE,Northeast,8882190,Middle
NM,2020-03-13,10,190,200,NA,NA,200,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,2096829,Early
NV,2020-03-13,11,168,179,NA,NA,179,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,3080156,Early
NY,2020-03-13,421,2779,3200,NA,NA,3200,New York,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-18,FALSE,Northeast,19453561,Middle
OH,2020-03-13,13,50,222,NA,NA,63,Ohio,Republican,Republican,Republican,Republican,Appointed,2020-03-17,FALSE,North Central,11689100,Middle
OK,2020-03-13,3,36,76,NA,NA,39,Oklahoma,Republican,Republican,Republican,Republican,Republican,2020-03-17,FALSE,South,3956971,Middle
OR,2020-03-13,30,337,524,NA,NA,367,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,4217737,Early
PA,2020-03-13,41,140,311,NA,NA,181,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,Northeast,12801989,Early
RI,2020-03-13,14,142,185,NA,NA,156,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,FALSE,Northeast,1059361,Late
SC,2020-03-13,12,75,87,NA,NA,87,South Carolina,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,5148714,Middle
SD,2020-03-13,9,73,93,NA,NA,82,South Dakota,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,North Central,884659,Middle
TN,2020-03-13,26,116,142,NA,NA,142,Tennessee,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,FALSE,South,6829174,Late
TX,2020-03-13,39,NA,39,NA,NA,39,Texas,Republican,Republican,Republican,Republican,Appointed,2020-03-23,FALSE,South,28995881,Late
UT,2020-03-13,6,131,137,NA,NA,137,Utah,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,West,3205958,Middle
VA,2020-03-13,30,117,147,NA,NA,147,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,South,8535519,Middle
VT,2020-03-13,2,142,144,NA,NA,144,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-18,FALSE,Northeast,623989,Late
WA,2020-03-13,702,14598,15300,NA,47,15300,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-17,FALSE,West,7614893,Middle
WI,2020-03-13,19,169,188,NA,NA,188,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,2020-03-18,FALSE,North Central,5822434,Late
WV,2020-03-13,0,17,21,NA,NA,17,West Virginia,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,1792147,Middle
WY,2020-03-13,1,NA,1,NA,NA,1,Wyoming,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,FALSE,West,578759,Late
AK,2020-03-12,0,46,60,NA,0,46,Alaska,Republican,Republican,Republican,Appointed,Appointed,2020-03-16,FALSE,West,731545,Early
AL,2020-03-12,0,10,10,NA,NA,10,Alabama,Republican,Republican,Republican,Republican,Appointed,2020-03-19,FALSE,South,4903185,Late
AR,2020-03-12,6,24,50,NA,NA,30,Arkansas,Republican,Republican,Republican,Republican,Appointed,2020-03-17,FALSE,South,3017804,Middle
AZ,2020-03-12,9,82,115,NA,NA,91,Arizona,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,West,7278717,Early
CA,2020-03-12,202,916,1118,NA,4,1118,California,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-19,FALSE,West,39512223,Late
CO,2020-03-12,45,298,343,NA,NA,343,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,FALSE,West,5758736,Late
CT,2020-03-12,6,89,95,NA,NA,95,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,FALSE,Northeast,3565287,Middle
DE,2020-03-12,4,23,41,NA,NA,27,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-16,FALSE,South,973764,Early
FL,2020-03-12,32,301,480,NA,2,333,Florida,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,21477737,Early
GA,2020-03-12,31,NA,31,NA,NA,31,Georgia,Republican,Republican,Republican,Republican,Appointed,2020-03-18,FALSE,South,10617423,Middle
HI,2020-03-12,2,NA,2,NA,NA,2,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-23,FALSE,West,1415872,Late
IA,2020-03-12,14,67,105,NA,NA,81,Iowa,Republican,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,North Central,3155070,Early
ID,2020-03-12,0,93,93,NA,NA,93,Idaho,Republican,Republican,Republican,Republican,Appointed,2020-03-23,FALSE,West,1787065,Late
IL,2020-03-12,25,266,367,NA,NA,291,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,FALSE,North Central,12671821,Middle
IN,2020-03-12,12,52,64,NA,NA,64,Indiana,Republican,Republican,Republican,Republican,Appointed,2020-03-19,FALSE,North Central,6732219,Late
KS,2020-03-12,4,41,45,NA,NA,45,Kansas,Democrat,Republican,Republican,Republican,Republican,2020-03-18,FALSE,North Central,2913314,Middle
KY,2020-03-12,8,56,64,NA,NA,64,Kentucky,Democrat,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,4467673,Early
LA,2020-03-12,14,37,51,NA,NA,51,Louisiana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,FALSE,South,4648794,Early
MA,2020-03-12,8,NA,8,NA,NA,8,Massachusetts,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-17,FALSE,Northeast,6892503,Middle
MD,2020-03-12,12,94,106,NA,NA,106,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,South,6045680,Early
ME,2020-03-12,1,65,86,NA,NA,66,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,2020-04-02,FALSE,Northeast,1344212,Late
MI,2020-03-12,702,91,820,NA,NA,793,Michigan,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,North Central,9986857,Early
MN,2020-03-12,9,307,316,NA,NA,316,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,2020-03-18,FALSE,North Central,5639632,Middle
MO,2020-03-12,1,64,65,NA,NA,65,Missouri,Republican,Republican,Republican,Appointed,Appointed,2020-03-19,FALSE,North Central,6137428,Late
MS,2020-03-12,1,41,42,NA,NA,42,Mississippi,Republican,Republican,Republican,Democrat,Republican,2020-03-20,FALSE,South,2976149,Late
MT,2020-03-12,1,34,35,NA,NA,35,Montana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,FALSE,West,1068778,Early
NC,2020-03-12,12,60,72,NA,NA,72,North Carolina,Democrat,Republican,Republican,Democrat,Republican,2020-03-16,FALSE,South,10488084,Early
ND,2020-03-12,1,12,27,NA,NA,13,North Dakota,Republican,Republican,Republican,Republican,Republican,2020-03-16,FALSE,North Central,762062,Early
NE,2020-03-12,10,80,123,NA,NA,90,Nebraska,Republican,N/A,N/A,Republican,Appointed,2020-03-23,FALSE,North Central,1934408,Late
NH,2020-03-12,6,94,121,NA,NA,100,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,2020-03-16,FALSE,Northeast,1359711,Early
NJ,2020-03-12,30,74,124,NA,1,104,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-18,FALSE,Northeast,8882190,Middle
NM,2020-03-12,5,155,160,NA,NA,160,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,2096829,Early
NV,2020-03-12,7,168,175,NA,NA,175,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,3080156,Early
NY,2020-03-12,216,92,308,NA,NA,308,New York,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-18,FALSE,Northeast,19453561,Middle
OH,2020-03-12,5,30,87,NA,NA,35,Ohio,Republican,Republican,Republican,Republican,Appointed,2020-03-17,FALSE,North Central,11689100,Middle
OK,2020-03-12,3,36,43,NA,NA,39,Oklahoma,Republican,Republican,Republican,Republican,Republican,2020-03-17,FALSE,South,3956971,Middle
OR,2020-03-12,19,286,367,NA,NA,305,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,4217737,Early
PA,2020-03-12,22,116,219,NA,NA,138,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,Northeast,12801989,Early
RI,2020-03-12,5,94,107,NA,NA,99,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,FALSE,Northeast,1059361,Late
SC,2020-03-12,10,48,58,NA,NA,58,South Carolina,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,5148714,Middle
SD,2020-03-12,8,27,46,NA,NA,35,South Dakota,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,North Central,884659,Middle
TN,2020-03-12,18,79,97,NA,NA,97,Tennessee,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,FALSE,South,6829174,Late
TX,2020-03-12,23,NA,23,NA,NA,23,Texas,Republican,Republican,Republican,Republican,Appointed,2020-03-23,FALSE,South,28995881,Late
UT,2020-03-12,4,131,135,NA,NA,135,Utah,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,West,3205958,Middle
VA,2020-03-12,17,117,134,NA,NA,134,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,South,8535519,Middle
VT,2020-03-12,2,97,99,NA,NA,99,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-18,FALSE,Northeast,623989,Late
WA,2020-03-12,551,10571,11122,NA,44,11122,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-17,FALSE,West,7614893,Middle
WI,2020-03-12,8,84,92,NA,NA,92,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,2020-03-18,FALSE,North Central,5822434,Late
WV,2020-03-12,0,7,8,NA,NA,7,West Virginia,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,1792147,Middle
WY,2020-03-12,1,NA,1,NA,NA,1,Wyoming,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,FALSE,West,578759,Late
AK,2020-03-11,0,46,60,NA,0,46,Alaska,Republican,Republican,Republican,Appointed,Appointed,2020-03-16,FALSE,West,731545,Early
AL,2020-03-11,0,10,10,NA,NA,10,Alabama,Republican,Republican,Republican,Republican,Appointed,2020-03-19,FALSE,South,4903185,Late
AR,2020-03-11,0,12,26,NA,NA,12,Arkansas,Republican,Republican,Republican,Republican,Appointed,2020-03-17,FALSE,South,3017804,Middle
AZ,2020-03-11,9,59,100,NA,NA,68,Arizona,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,West,7278717,Early
CA,2020-03-11,157,916,1073,NA,NA,1073,California,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-19,FALSE,West,39512223,Late
CO,2020-03-11,28,251,279,NA,NA,279,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,FALSE,West,5758736,Late
CT,2020-03-11,3,71,74,NA,NA,74,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,FALSE,Northeast,3565287,Middle
DE,2020-03-11,1,17,20,NA,NA,18,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-16,FALSE,South,973764,Early
FL,2020-03-11,28,301,476,NA,2,329,Florida,Republican,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,21477737,Early
GA,2020-03-11,22,NA,22,NA,NA,22,Georgia,Republican,Republican,Republican,Republican,Appointed,2020-03-18,FALSE,South,10617423,Middle
HI,2020-03-11,2,NA,2,NA,NA,2,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-23,FALSE,West,1415872,Late
IA,2020-03-11,13,46,86,NA,NA,59,Iowa,Republican,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,North Central,3155070,Early
ID,2020-03-11,0,67,67,NA,NA,67,Idaho,Republican,Republican,Republican,Republican,Appointed,2020-03-23,FALSE,West,1787065,Late
IL,2020-03-11,19,244,326,NA,NA,263,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,FALSE,North Central,12671821,Middle
IN,2020-03-11,10,33,43,NA,NA,43,Indiana,Republican,Republican,Republican,Republican,Appointed,2020-03-19,FALSE,North Central,6732219,Late
KS,2020-03-11,1,41,42,NA,NA,42,Kansas,Democrat,Republican,Republican,Republican,Republican,2020-03-18,FALSE,North Central,2913314,Middle
KY,2020-03-11,8,46,54,NA,NA,54,Kentucky,Democrat,Republican,Republican,Republican,Appointed,2020-03-16,FALSE,South,4467673,Early
LA,2020-03-11,6,37,43,NA,NA,43,Louisiana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,FALSE,South,4648794,Early
MD,2020-03-11,9,94,103,NA,NA,103,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,South,6045680,Early
ME,2020-03-11,0,42,47,NA,NA,42,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,2020-04-02,FALSE,Northeast,1344212,Late
MI,2020-03-11,497,57,572,NA,NA,554,Michigan,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,North Central,9986857,Early
MN,2020-03-11,5,217,222,NA,NA,222,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,2020-03-18,FALSE,North Central,5639632,Middle
MO,2020-03-11,1,NA,1,NA,NA,1,Missouri,Republican,Republican,Republican,Appointed,Appointed,2020-03-19,FALSE,North Central,6137428,Late
MS,2020-03-11,0,20,20,NA,NA,20,Mississippi,Republican,Republican,Republican,Democrat,Republican,2020-03-20,FALSE,South,2976149,Late
MT,2020-03-11,0,21,21,NA,NA,21,Montana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,FALSE,West,1068778,Early
NC,2020-03-11,7,NA,7,NA,NA,7,North Carolina,Democrat,Republican,Republican,Democrat,Republican,2020-03-16,FALSE,South,10488084,Early
ND,2020-03-11,0,7,13,NA,NA,7,North Dakota,Republican,Republican,Republican,Republican,Republican,2020-03-16,FALSE,North Central,762062,Early
NE,2020-03-11,5,47,68,NA,NA,52,Nebraska,Republican,N/A,N/A,Republican,Appointed,2020-03-23,FALSE,North Central,1934408,Late
NH,2020-03-11,4,38,47,NA,NA,42,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,2020-03-16,FALSE,Northeast,1359711,Early
NJ,2020-03-11,24,57,101,NA,1,81,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-18,FALSE,Northeast,8882190,Middle
NM,2020-03-11,3,87,90,NA,NA,90,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,2096829,Early
NV,2020-03-11,5,168,173,NA,NA,173,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,3080156,Early
NY,2020-03-11,216,92,308,NA,NA,308,New York,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-18,FALSE,Northeast,19453561,Middle
OH,2020-03-11,4,21,49,NA,NA,25,Ohio,Republican,Republican,Republican,Republican,Appointed,2020-03-17,FALSE,North Central,11689100,Middle
OK,2020-03-11,2,15,28,NA,NA,17,Oklahoma,Republican,Republican,Republican,Republican,Republican,2020-03-17,FALSE,South,3956971,Middle
OR,2020-03-11,19,286,367,NA,NA,305,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,FALSE,West,4217737,Early
PA,2020-03-11,16,88,158,NA,NA,104,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,FALSE,Northeast,12801989,Early
RI,2020-03-11,5,94,123,NA,NA,99,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,FALSE,Northeast,1059361,Late
