state,date,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,StateClosureStartDate,ClosureDateCat,Location,Governor.Political.Affiliation,State.Senate.Majority.Political.Affiliation,State.House.Majority.Political.Affiliation,State.Attorney.General.Political.Affiliation,State.Insurance.Commissioner.Political.Affiliation,closed,Region,POPESTIMATE2019,date_diff,percent_positive,positive_percent_change,percent_positive_percent_change,total_tests_percent_cange,hospitalized_percent_change,death_percent_change
MT,2020-03-14,5,103,NA,NA,NA,NA,NA,NA,NA,NA,3b3767d29a7f2c8246d957b64ab51b460e66230c,2020-03-14T20:00:00Z,NA,NA,108,108,108,30,0,0,48,4,52,2020-03-16,Early,Montana,Democrat,Republican,Republican,Republican,Republican,FALSE,West,1068778,-2,0.046296296296296294,4,1.5925925760000001,0.9285714285714286,NA,NA
NC,2020-03-14,23,137,NA,NA,NA,NA,NA,NA,NA,NA,1097b4e88ff28fd47bd79effc50736bcc4f98d4d,2020-03-14T20:00:00Z,NA,NA,160,160,160,37,0,0,51,8,59,2020-03-16,Early,North Carolina,Democrat,Republican,Republican,Democrat,Republican,FALSE,South,10488084,-2,0.14375,0.5333333333333333,-0.032083333333333366,0.5841584158415841,NA,NA
ND,2020-03-14,1,54,14,NA,NA,NA,NA,NA,NA,NA,a52a443da4b61469c6be7d12ad2fe848c421dd0f,2020-03-14T20:00:00Z,0,NA,69,55,55,38,0,0,15,0,15,2020-03-16,Early,North Dakota,Republican,Republican,Republican,Republican,Republican,FALSE,North Central,762062,-2,0.014492753623188406,0,-0.24637679200000004,0.3269230769230769,NA,NaN
NE,2020-03-14,14,80,33,NA,NA,NA,NA,NA,NA,NA,936f44463ab4c62d7cf30fc400ef265c45f8b3f5,2020-03-14T20:00:00Z,NA,NA,127,94,94,31,0,0,0,1,1,2020-03-23,Late,Nebraska,Republican,N/A,N/A,Republican,Appointed,FALSE,North Central,1934408,-9,0.11023622047244094,0.07692307692307693,0.0684433630769231,0.007936507936507936,NA,NA
NH,2020-03-14,7,212,31,NA,NA,NA,NA,NA,NA,NA,8df5e37a5d8dabbb6fb2821a99d3d0d90b27fc85,2020-03-14T20:00:00Z,NA,NA,250,219,219,33,0,0,118,1,119,2020-03-16,Early,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,FALSE,Northeast,1359711,-2,0.028,0.16666666666666666,-0.43533333333333335,1.0661157024793388,NA,NA
NJ,2020-03-14,50,97,80,NA,NA,NA,NA,NA,NA,NA,0b8634c5fd4e1160dde841c792bf7c6fc9315232,2020-03-14T20:00:00Z,1,NA,227,147,147,34,0,0,0,0,0,2020-03-18,Middle,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,FALSE,Northeast,8882190,-4,0.22026431718061673,0,-8.200000167768451e-10,0,NA,0
NM,2020-03-14,10,237,NA,NA,NA,NA,NA,NA,NA,NA,0085a52176e881bb6ad037e0c30af4f74d9489f9,2020-03-14T20:00:00Z,NA,NA,247,247,247,35,0,0,47,0,47,2020-03-16,Early,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,West,2096829,-2,0.04048582995951417,0,-0.19028340000000005,0.235,NA,NA
NV,2020-03-14,20,168,NA,NA,NA,NA,NA,NA,NA,NA,2e60e44122a1faf4a4351249cef4569aeb6b4a89,2020-03-14T20:00:00Z,NA,NA,188,188,188,32,0,0,0,9,9,2020-03-16,Early,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,West,3080156,-2,0.10638297872340426,0.8181818181818182,0.7311412037272729,0.05027932960893855,NA,NA
NY,2020-03-14,524,2779,NA,NA,NA,NA,NA,NA,NA,NA,f28c39ca671c26d022ff2556494ad8767765eb93,2020-03-14T20:00:00Z,NA,NA,3303,3303,3303,36,0,0,0,103,103,2020-03-18,Middle,New York,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,Northeast,19453561,-4,0.15864365728125945,0.24465558194774348,0.20584252351543939,0.0321875,NA,NA
OH,2020-03-14,13,50,159,NA,NA,NA,NA,NA,NA,NA,fc63d6218734893ad458fb97af8018f3a1ec1ad5,2020-03-14T20:00:00Z,NA,NA,222,63,63,39,0,0,0,0,0,2020-03-17,Middle,Ohio,Republican,Republican,Republican,Republican,Appointed,FALSE,North Central,11689100,-3,0.05855855855855856,0,7.538461614557786e-9,0,NA,NA
OK,2020-03-14,4,36,37,NA,NA,NA,NA,NA,NA,NA,c73b103132566a7e2d3c71510adc6def73b88940,2020-03-14T20:00:00Z,NA,NA,77,40,40,40,0,0,0,1,1,2020-03-17,Middle,Oklahoma,Republican,Republican,Republican,Republican,Republican,FALSE,South,3956971,-3,0.05194805194805195,0.3333333333333333,0.31601731733333344,0.013157894736842105,NA,NA
OR,2020-03-14,30,337,157,NA,NA,NA,NA,NA,NA,NA,1400911ca9d80be2f8e342c113a1df4d70338602,2020-03-14T20:00:00Z,NA,NA,524,367,367,41,0,0,0,0,0,2020-03-16,Early,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,West,4217737,-2,0.05725190839694656,0,-6.9333333509632075e-9,0,NA,NA
PA,2020-03-14,47,205,150,NA,NA,NA,NA,NA,NA,NA,d18f94522023cea299270dcc1602530f2ddc0dc4,2020-03-14T20:00:00Z,NA,NA,402,252,252,42,0,0,65,6,71,2020-03-16,Early,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,FALSE,Northeast,12801989,-2,0.11691542288557213,0.14634146341463414,-0.11315374260975598,0.29260450160771706,NA,NA
RI,2020-03-14,20,198,57,NA,NA,NA,NA,NA,NA,NA,398dbebda7a13f625f8978b5e493f80fa0c06bc4,2020-03-14T20:00:00Z,NA,NA,275,218,218,44,0,0,56,6,62,2020-03-23,Late,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,Northeast,1059361,-9,0.07272727272727272,0.42857142857142855,-0.03896103535714297,0.4864864864864865,NA,NA
SC,2020-03-14,13,110,NA,NA,NA,NA,NA,NA,NA,NA,f59023a910249b3d8b3511ae10d8f11517a1c519,2020-03-14T20:00:00Z,NA,NA,123,123,123,45,0,0,35,1,36,2020-03-16,Middle,South Carolina,Republican,Republican,Republican,Republican,Appointed,FALSE,South,5148714,-2,0.10569105691056911,0.08333333333333333,-0.23373983674999996,0.41379310344827586,NA,NA
SD,2020-03-14,9,182,3,NA,NA,NA,NA,NA,NA,NA,df4f632f3d3f47fd86232363e123ffd6096af646,2020-03-14T20:00:00Z,NA,NA,194,191,191,46,0,0,109,0,109,2020-03-16,Middle,South Dakota,Republican,Republican,Republican,Republican,Appointed,FALSE,North Central,884659,-2,0.04639175257731959,0,-0.5206185523333333,1.086021505376344,NA,NA
TN,2020-03-14,32,130,NA,NA,NA,NA,NA,NA,NA,NA,6becf2091344bee8d3a7f0a0a437ccf76ed9dd53,2020-03-14T20:00:00Z,NA,NA,162,162,162,47,0,0,14,6,20,2020-03-20,Late,Tennessee,Republican,Republican,Republican,Appointed,Appointed,FALSE,South,6829174,-6,0.19753086419753085,0.23076923076923078,0.07882241107692305,0.14084507042253522,NA,NA
TX,2020-03-14,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,8a47a6e610ae58718993de453b89aa3908c67fbd,2020-03-14T20:00:00Z,NA,NA,51,51,51,48,0,0,0,12,12,2020-03-23,Late,Texas,Republican,Republican,Republican,Republican,Appointed,FALSE,South,28995881,-9,1,0.3076923076923077,0,0.3076923076923077,NA,NA
UT,2020-03-14,6,131,NA,NA,NA,NA,NA,NA,NA,NA,577b43eb324c0ae69322cc15f477ca37d5daf36b,2020-03-14T20:00:00Z,NA,NA,137,137,137,49,0,0,0,0,0,2020-03-16,Middle,Utah,Republican,Republican,Republican,Republican,Appointed,FALSE,West,3205958,-2,0.043795620437956206,0,-1.0000000037526286e-8,0,NA,NA
VA,2020-03-14,30,117,NA,NA,NA,NA,NA,NA,NA,NA,33f505467e5a143bd0ecda4d5622091a48ad3d2e,2020-03-14T20:00:00Z,NA,NA,147,147,147,51,0,0,0,0,0,2020-03-16,Middle,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,South,8535519,-2,0.20408163265306123,0,1.7000000379630008e-9,0,NA,NA
VT,2020-03-14,4,227,NA,NA,NA,NA,NA,NA,NA,NA,570d73d25152c4e93987f89a83b40ff5480a7682,2020-03-14T20:00:00Z,NA,NA,231,231,231,50,0,0,85,2,87,2020-03-18,Late,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,FALSE,Northeast,623989,-4,0.017316017316017316,1,0.24675322400000002,0.6041666666666666,NA,NA
WA,2020-03-14,806,16783,NA,NA,NA,NA,NA,NA,NA,NA,6bf00b641b898b030eaf708a414e1dbf96afc38c,2020-03-14T20:00:00Z,51,NA,17589,17589,17589,53,4,0,2185,104,2289,2020-03-17,Middle,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,FALSE,West,7614893,-3,0.04582409460458241,0.14814814814814814,-0.0012697243589743278,0.1496078431372549,NA,0.0851063829787234
WI,2020-03-14,19,169,NA,NA,NA,NA,NA,NA,NA,NA,8f1ed69b1d5723cbd5b18d1ec332fa4f83bde08a,2020-03-14T20:00:00Z,NA,NA,188,188,188,55,0,0,0,0,0,2020-03-18,Late,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,FALSE,North Central,5822434,-4,0.10106382978723404,0,2.105263159708259e-9,0,NA,NA
WV,2020-03-14,0,26,5,NA,NA,NA,NA,NA,NA,NA,7e27957cf04398b64db2982ccd580fd5455ffebb,2020-03-14T20:00:00Z,NA,NA,31,26,26,54,0,0,9,0,9,2020-03-16,Middle,West Virginia,Republican,Republican,Republican,Republican,Appointed,FALSE,South,1792147,-2,0,NaN,NaN,0.47619047619047616,NA,NA
WY,2020-03-14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,00d1959cf22a0162be10edb9d849b320e1db37e7,2020-03-14T20:00:00Z,NA,NA,2,2,2,56,0,0,0,1,1,2020-03-20,Late,Wyoming,Republican,Republican,Republican,Appointed,Appointed,FALSE,West,578759,-6,1,1,0,1,NA,NA
AK,2020-03-13,1,59,NA,NA,NA,NA,NA,NA,NA,NA,96bc2169cdd09b20fceb23dd67dc70a956094851,2020-03-13T20:00:00Z,0,NA,60,60,60,02,0,0,13,1,14,2020-03-16,Early,Alaska,Republican,Republican,Republican,Appointed,Appointed,FALSE,West,731545,-3,0.016666666666666666,Inf,Inf,0,NA,NaN
AL,2020-03-13,1,11,NA,NA,NA,NA,NA,NA,NA,NA,b9e856f0b5f6b1893dbe080ee99cbebd5723f4f8,2020-03-13T20:00:00Z,NA,NA,12,12,12,01,0,0,1,1,2,2020-03-19,Late,Alabama,Republican,Republican,Republican,Republican,Appointed,FALSE,South,4903185,-6,0.08333333333333333,Inf,Inf,0.2,NA,NA
AR,2020-03-13,9,30,22,NA,NA,NA,NA,NA,NA,NA,a6aff5e9908d4f1a167655d035338e838ba8cdba,2020-03-13T20:00:00Z,NA,NA,61,39,39,05,0,0,6,3,9,2020-03-17,Middle,Arkansas,Republican,Republican,Republican,Republican,Appointed,FALSE,South,3017804,-4,0.14754098360655737,0.5,0.22950819999999994,0.22,NA,NA
AZ,2020-03-13,9,94,40,NA,NA,NA,NA,NA,NA,NA,68c52c41afcca5a93045251c1a7e05b086b85767,2020-03-13T20:00:00Z,0,NA,143,103,103,04,0,0,12,0,12,2020-03-16,Early,Arizona,Republican,Republican,Republican,Republican,Appointed,FALSE,West,7278717,-3,0.06293706293706294,0,-0.19580419500000004,0.24347826086956523,NA,NA
CA,2020-03-13,202,916,NA,NA,NA,NA,NA,NA,NA,NA,bb817225b0e56a4c1051b2e6550b5ae85e06487c,2020-03-13T20:00:00Z,4,NA,1118,1118,1118,06,0,0,0,0,0,2020-03-19,Late,California,Democrat,Democrat,Democrat,Democrat,Democrat,FALSE,West,39512223,-6,0.1806797853309481,0,-1.8316830610021428e-9,0,NA,0
CO,2020-03-13,72,524,NA,NA,NA,NA,NA,NA,NA,NA,f081206fdd232801c4719c7b15f928e95e16c0a4,2020-03-13T20:00:00Z,NA,NA,596,596,596,08,0,0,226,27,253,2020-03-23,Late,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,West,5758736,-10,0.12080536912751678,0.6,-0.07919463184444439,0.7376093294460642,NA,NA
CT,2020-03-13,6,99,NA,NA,NA,NA,NA,NA,NA,NA,682c544537c9fb686f945084a154361a3c8a386f,2020-03-13T20:00:00Z,NA,NA,105,105,105,09,0,0,10,0,10,2020-03-17,Middle,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,Northeast,3565287,-4,0.05714285714285714,0,-0.09523809750000006,0.10526315789473684,NA,NA
DE,2020-03-13,4,30,10,NA,NA,NA,NA,NA,NA,NA,01a39bf98baae6616556fc98432b0eab5ec19d21,2020-03-13T20:00:00Z,NA,NA,44,34,34,10,0,0,7,0,7,2020-03-16,Early,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,FALSE,South,973764,-3,0.09090909090909091,0,-0.06818181725000005,0.07317073170731707,NA,NA
FL,2020-03-13,50,478,221,NA,NA,NA,NA,NA,NA,NA,e2f015841b99a9056a83e88b541e2f27fe57bdea,2020-03-13T20:00:00Z,2,NA,749,528,528,12,0,0,177,18,195,2020-03-16,Early,Florida,Republican,Republican,Republican,Republican,Appointed,FALSE,South,21477737,-3,0.06675567423230974,0.5625,0.0013351100000000282,0.5604166666666667,NA,0
GA,2020-03-13,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,a1b71ddadb4a8d03aab0ae5ee76889c2cdefe5bf,2020-03-13T20:00:00Z,1,NA,42,42,42,13,1,0,0,11,11,2020-03-18,Middle,Georgia,Republican,Republican,Republican,Republican,Appointed,FALSE,South,10617423,-5,1,0.3548387096774194,0,0.3548387096774194,NA,NA
HI,2020-03-13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,d517fed5e44222b8e9ec35423adff6841571d310,2020-03-13T20:00:00Z,NA,NA,2,2,2,15,0,0,0,0,0,2020-03-23,Late,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,FALSE,West,1415872,-10,1,0,0,0,NA,NA
IA,2020-03-13,16,83,29,NA,NA,NA,NA,NA,NA,NA,9a4dc657b7cf736b9c1a23162cb7bd246891b602,2020-03-13T20:00:00Z,NA,NA,128,99,99,19,0,0,16,2,18,2020-03-16,Early,Iowa,Republican,Republican,Republican,Democrat,Appointed,FALSE,North Central,3155070,-3,0.125,0.14285714285714285,-0.062499999999999986,0.21904761904761905,NA,NA
ID,2020-03-13,0,131,NA,NA,NA,NA,NA,NA,NA,NA,b1671d598b98d1510491784f4c280a368ba8c39e,2020-03-13T20:00:00Z,NA,NA,131,131,131,16,0,0,38,0,38,2020-03-23,Late,Idaho,Republican,Republican,Republican,Republican,Appointed,FALSE,West,1787065,-10,0,NaN,NaN,0.40860215053763443,NA,NA
IL,2020-03-13,32,294,92,NA,NA,NA,NA,NA,NA,NA,3a4c6b2710e412f845b0c387c44def3dba4d011b,2020-03-13T20:00:00Z,NA,NA,418,326,326,17,0,0,28,7,35,2020-03-17,Middle,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,North Central,12671821,-4,0.07655502392344497,0.28,0.12382775231999987,0.13896457765667575,NA,NA
IN,2020-03-13,12,61,NA,NA,NA,NA,NA,NA,NA,NA,6a95bce7fff18ca959c83513dc8e4b4b8458d719,2020-03-13T20:00:00Z,NA,NA,73,73,73,18,0,0,9,0,9,2020-03-19,Late,Indiana,Republican,Republican,Republican,Republican,Appointed,FALSE,North Central,6732219,-6,0.1643835616438356,0,-0.12328766933333328,0.140625,NA,NA
KS,2020-03-13,6,93,NA,NA,NA,NA,NA,NA,NA,NA,8633a26e1f484f8d6832c17efdb6e638ffb3515e,2020-03-13T20:00:00Z,NA,NA,99,99,99,20,0,0,52,2,54,2020-03-18,Middle,Kansas,Democrat,Republican,Republican,Republican,Republican,FALSE,North Central,2913314,-5,0.06060606060606061,0.5,-0.31818181375,1.2,NA,NA
KY,2020-03-13,11,107,NA,NA,NA,NA,NA,NA,NA,NA,4d515c6fe8ed706c415382ef87cfa9236ac4e09c,2020-03-13T20:00:00Z,NA,NA,118,118,118,21,0,0,51,3,54,2020-03-16,Early,Kentucky,Democrat,Republican,Republican,Republican,Appointed,FALSE,South,4467673,-3,0.09322033898305085,0.375,-0.254237288,0.84375,NA,NA
LA,2020-03-13,36,37,NA,NA,NA,NA,NA,NA,NA,NA,78393fa814aa0caf1ae4f6056e80e21adf672bf2,2020-03-13T20:00:00Z,NA,NA,73,73,73,22,0,0,0,22,22,2020-03-16,Early,Louisiana,Democrat,Republican,Republican,Republican,Republican,FALSE,South,4648794,-3,0.4931506849315068,1.5714285714285714,0.7964774953571426,0.43137254901960786,NA,NA
MA,2020-03-13,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,a40e6b46a78cdba67454df69aa24df5586db2211,2020-03-13T20:00:00Z,NA,NA,23,23,23,25,0,0,0,15,15,2020-03-17,Middle,Massachusetts,Republican,Democrat,Democrat,Democrat,Appointed,FALSE,Northeast,6892503,-4,1,1.875,0,1.875,NA,NA
MD,2020-03-13,17,94,NA,NA,NA,NA,NA,NA,NA,NA,32d329849128913476d4a0773fea76a4b3e2b083,2020-03-13T20:00:00Z,NA,NA,111,111,111,24,0,0,0,5,5,2020-03-16,Early,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,FALSE,South,6045680,-3,0.15315315315315314,0.4166666666666667,0.35285285149999984,0.04716981132075472,NA,NA
ME,2020-03-13,3,91,17,NA,NA,NA,NA,NA,NA,NA,8ecdd4f1eb3ad0874071c97b48e3bc8ae16edf37,2020-03-13T20:00:00Z,NA,NA,111,94,94,23,0,0,26,2,28,2020-04-02,Late,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,FALSE,Northeast,1344212,-20,0.02702702702702703,2,1.3243243219999998,0.29069767441860467,NA,NA
MI,2020-03-13,945,133,26,NA,NA,NA,NA,NA,NA,NA,f532160c7cd2aba3ca450b21c2c4a81099342d44,2020-03-13T20:00:00Z,NA,NA,1104,1078,1078,26,0,0,42,243,285,2020-03-16,Early,Michigan,Democrat,Republican,Republican,Democrat,Appointed,FALSE,North Central,9986857,-3,0.8559782608695652,0.34615384615384615,-1.3935324786327203e-4,0.3463414634146341,NA,NA
MN,2020-03-13,14,541,NA,NA,NA,NA,NA,NA,NA,NA,094cc2b8f1b021d450e7d7fa08596000fc7f4e05,2020-03-13T20:00:00Z,NA,NA,555,555,555,27,0,0,234,5,239,2020-03-18,Middle,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,FALSE,North Central,5639632,-5,0.025225225225225224,0.5555555555555556,-0.11431432222222218,0.7563291139240507,NA,NA
MO,2020-03-13,2,71,NA,NA,NA,NA,NA,NA,NA,NA,4d53392cae812d4039af40a07e38bc5fe77212fb,2020-03-13T20:00:00Z,NA,NA,73,73,73,29,0,0,7,1,8,2020-03-19,Late,Missouri,Republican,Republican,Republican,Appointed,Appointed,FALSE,North Central,6137428,-6,0.0273972602739726,1,0.7808218999999998,0.12307692307692308,NA,NA
MS,2020-03-13,4,41,NA,NA,NA,NA,NA,NA,NA,NA,9fc8f265d6c9e8b4883399e23c0b0190c2686599,2020-03-13T20:00:00Z,NA,NA,45,45,45,28,0,0,0,3,3,2020-03-20,Late,Mississippi,Republican,Republican,Republican,Democrat,Republican,FALSE,South,2976149,-7,0.08888888888888889,3,2.733333338,0.07142857142857142,NA,NA
MT,2020-03-13,1,55,NA,NA,NA,NA,NA,NA,NA,NA,3190b3a30f1124eebbb4e9bccd677cf22f2ae6c0,2020-03-13T20:00:00Z,NA,NA,56,56,56,30,0,0,21,0,21,2020-03-16,Early,Montana,Democrat,Republican,Republican,Republican,Republican,FALSE,West,1068778,-3,0.017857142857142856,0,-0.37499999500000003,0.6,NA,NA
NC,2020-03-13,15,86,NA,NA,NA,NA,NA,NA,NA,NA,9b22973bdb1a321a3b9cc273f6250675bf95124b,2020-03-13T20:00:00Z,NA,NA,101,101,101,37,0,0,26,3,29,2020-03-16,Early,North Carolina,Democrat,Republican,Republican,Democrat,Republican,FALSE,South,10488084,-3,0.1485148514851485,0.25,-0.10891089399999992,0.4027777777777778,NA,NA
ND,2020-03-13,1,39,12,NA,NA,NA,NA,NA,NA,NA,16823997d9c4db1ae19dccaba18481746cfe85cf,2020-03-13T20:00:00Z,0,NA,52,40,40,38,0,0,27,0,27,2020-03-16,Early,North Dakota,Republican,Republican,Republican,Republican,Republican,FALSE,North Central,762062,-3,0.019230769230769232,0,-0.4807692369999999,0.9259259259259259,NA,NA
NE,2020-03-13,13,80,33,NA,NA,NA,NA,NA,NA,NA,72bf9214dd1c1c24ce38fd46893604d18cc124f7,2020-03-13T20:00:00Z,NA,NA,126,93,93,31,0,0,0,3,3,2020-03-23,Late,Nebraska,Republican,N/A,N/A,Republican,Appointed,FALSE,North Central,1934408,-10,0.10317460317460317,0.3,0.26904761690000006,0.024390243902439025,NA,NA
NH,2020-03-13,6,94,21,NA,NA,NA,NA,NA,NA,NA,ce083d3bb0b226ff0599d533768ad2b62f892b40,2020-03-13T20:00:00Z,NA,NA,121,100,100,33,0,0,0,0,0,2020-03-16,Early,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,FALSE,Northeast,1359711,-3,0.049586776859504134,0,2.8333332763308405e-9,0,NA,NA
NJ,2020-03-13,50,97,80,NA,NA,NA,NA,NA,NA,NA,dd9375b158d3020716fe7e1d759d510332c818e3,2020-03-13T20:00:00Z,1,NA,227,147,147,34,0,0,23,20,43,2020-03-18,Middle,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,FALSE,Northeast,8882190,-5,0.22026431718061673,0.6666666666666666,-0.08957415640000008,0.8306451612903226,NA,0
NM,2020-03-13,10,190,NA,NA,NA,NA,NA,NA,NA,NA,5e21e22aacd1a08b396a2c457c553776e3c8bedf,2020-03-13T20:00:00Z,NA,NA,200,200,200,35,0,0,35,5,40,2020-03-16,Early,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,West,2096829,-3,0.05,1,0.6000000000000001,0.25,NA,NA
NV,2020-03-13,11,168,NA,NA,NA,NA,NA,NA,NA,NA,5c86c34f504be7bf2a593223447a7f2d5f18877a,2020-03-13T20:00:00Z,NA,NA,179,179,179,32,0,0,0,4,4,2020-03-16,Early,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,West,3080156,-3,0.061452513966480445,0.5714285714285714,0.53631285,0.022857142857142857,NA,NA
NY,2020-03-13,421,2779,NA,NA,NA,NA,NA,NA,NA,NA,a0a0e2997c411014ef2cd98b9502387730f585c7,2020-03-13T20:00:00Z,NA,NA,3200,3200,3200,36,0,0,2687,205,2892,2020-03-18,Middle,New York,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,Northeast,19453561,-5,0.1315625,0.9490740740740741,-0.8124016203703703,9.38961038961039,NA,NA
OH,2020-03-13,13,50,159,NA,NA,NA,NA,NA,NA,NA,fe5ed1e40f012163a6510cabdea90e044e5e56ab,2020-03-13T20:00:00Z,NA,NA,222,63,63,39,0,0,20,8,28,2020-03-17,Middle,Ohio,Republican,Republican,Republican,Republican,Appointed,FALSE,North Central,11689100,-4,0.05855855855855856,1.6,0.018918926600000066,1.5517241379310345,NA,NA
OK,2020-03-13,3,36,37,NA,NA,NA,NA,NA,NA,NA,41b22c1ee50041708e574581687a0c4155caa8aa,2020-03-13T20:00:00Z,NA,NA,76,39,39,40,0,0,0,0,0,2020-03-17,Middle,Oklahoma,Republican,Republican,Republican,Republican,Republican,FALSE,South,3956971,-4,0.039473684210526314,0,-0.4342105293333333,0.7674418604651163,NA,NA
OR,2020-03-13,30,337,157,NA,NA,NA,NA,NA,NA,NA,ee29420a1ee3ce2e33cdf966ecbdfc575d26206b,2020-03-13T20:00:00Z,NA,NA,524,367,367,41,0,0,51,11,62,2020-03-16,Early,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,West,4217737,-3,0.05725190839694656,0.5789473684210527,0.10586580189473677,0.42779291553133514,NA,NA
PA,2020-03-13,41,140,130,NA,NA,NA,NA,NA,NA,NA,1b1cf720a3254db83abcb451d397a731f9fdf38a,2020-03-13T20:00:00Z,NA,NA,311,181,181,42,0,0,24,19,43,2020-03-16,Early,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,FALSE,Northeast,12801989,-3,0.13183279742765272,0.8636363636363636,0.3123355701363637,0.4200913242009132,NA,NA
RI,2020-03-13,14,142,29,NA,NA,NA,NA,NA,NA,NA,3b21b07952531010abf6628fe837a9f97fd33797,2020-03-13T20:00:00Z,NA,NA,185,156,156,44,0,0,48,9,57,2020-03-23,Late,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,Northeast,1059361,-10,0.07567567567567568,1.8,0.6194594664,0.7289719626168224,NA,NA
SC,2020-03-13,12,75,NA,NA,NA,NA,NA,NA,NA,NA,89ac68f7349872023eb4ba7e8d49e17e3221b4cc,2020-03-13T20:00:00Z,NA,NA,87,87,87,45,0,0,27,2,29,2020-03-16,Middle,South Carolina,Republican,Republican,Republican,Republican,Appointed,FALSE,South,5148714,-3,0.13793103448275862,0.2,-0.20000000280000002,0.5,NA,NA
SD,2020-03-13,9,73,11,NA,NA,NA,NA,NA,NA,NA,9a7c944cb0774212146d5eecb0aa11b12de52eb6,2020-03-13T20:00:00Z,NA,NA,93,82,82,46,0,0,46,1,47,2020-03-16,Middle,South Dakota,Republican,Republican,Republican,Republican,Appointed,FALSE,North Central,884659,-3,0.0967741935483871,0.125,-0.4435483845,1.0217391304347827,NA,NA
TN,2020-03-13,26,116,NA,NA,NA,NA,NA,NA,NA,NA,5dd412ea26ef8d20d55a6410d59726087883cd99,2020-03-13T20:00:00Z,NA,NA,142,142,142,47,0,0,37,8,45,2020-03-20,Late,Tennessee,Republican,Republican,Republican,Appointed,Appointed,FALSE,South,6829174,-7,0.18309859154929578,0.4444444444444444,-0.013302032000000012,0.4639175257731959,NA,NA
TX,2020-03-13,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,3964195c15cc0e37c244f112bcbae5789a5c6489,2020-03-13T20:00:00Z,NA,NA,39,39,39,48,0,0,0,16,16,2020-03-23,Late,Texas,Republican,Republican,Republican,Republican,Appointed,FALSE,South,28995881,-10,1,0.6956521739130435,0,0.6956521739130435,NA,NA
UT,2020-03-13,6,131,NA,NA,NA,NA,NA,NA,NA,NA,610050cffa209508ec65a9bf756ef16d617d69c5,2020-03-13T20:00:00Z,NA,NA,137,137,137,49,0,0,0,2,2,2020-03-16,Middle,Utah,Republican,Republican,Republican,Republican,Appointed,FALSE,West,3205958,-3,0.043795620437956206,0.5,0.47810217499999996,0.014814814814814815,NA,NA
VA,2020-03-13,30,117,NA,NA,NA,NA,NA,NA,NA,NA,d2ecd673874966076229036999033a3993ffed2b,2020-03-13T20:00:00Z,NA,NA,147,147,147,51,0,0,0,13,13,2020-03-16,Middle,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,FALSE,South,8535519,-3,0.20408163265306123,0.7647058823529411,0.6086434601176471,0.09701492537313433,NA,NA
